index,datetime,weathersit,temp,atemp,hum,windspeed,registered,cnt
3285,2012-08-18 20:00:00,1,0.7,0.6364,0.45,0.1045,242,341
3286,2012-05-14 09:00:00,3,0.54,0.5152,0.88,0.2836,105,110
3287,2012-07-27 17:00:00,1,0.86,0.7879,0.41,0.2836,598,699
3288,2011-04-17 04:00:00,1,0.36,0.3636,0.76,0.1045,5,7
3289,2011-06-02 07:00:00,1,0.7,0.6364,0.34,0.2537,285,304
3290,2012-03-08 06:00:00,1,0.42,0.4242,0.77,0.2537,105,109
3291,2012-12-27 00:00:00,3,0.26,0.2273,0.87,0.2985,3,3
3292,2011-02-21 19:00:00,2,,0.2121,0.87,0.3582,49,49
3293,2011-08-09 22:00:00,1,0.78,0.6970000000000001,0.46,0.2985,127,155
3294,2012-07-24 05:00:00,1,0.66,0.6061,0.83,0.1045,45,50
3295,2011-08-24 19:00:00,1,0.74,0.6818,0.55,0.2985,347,440
3296,2012-02-25 07:00:00,1,0.28,0.2424,0.45,0.4478,20,23
3297,2012-04-11 01:00:00,1,,0.3182,0.39,0.2836,9,12
3298,2011-04-17 06:00:00,1,0.36,0.3182,0.66,0.4478,5,8
3299,2012-10-30 14:00:00,3,0.3,0.2727,0.81,0.3582,118,126
3300,2012-09-01 23:00:00,1,0.66,0.5909,0.89,0.0896,88,145
3301,2012-02-21 21:00:00,1,0.34,0.3333,0.61,0.1642,147,154
3302,2011-03-13 12:00:00,1,,0.4545,0.38,0.3881,120,194
3303,2011-10-08 11:00:00,1,0.58,0.5455,0.56,0.0,221,397
3304,2012-03-30 11:00:00,2,0.36,0.3788,0.53,,153,201
3305,2012-08-20 19:00:00,2,0.62,0.5909,0.78,0.19399999999999998,266,299
3306,2011-12-26 10:00:00,1,0.34,0.2879,0.42,0.5224,39,70
3307,2012-12-01 13:00:00,2,0.34,0.3636,0.76,0.0,386,509
3308,2012-06-20 16:00:00,1,0.9,0.8182,0.35,0.1045,284,335
3309,2011-04-17 07:00:00,1,0.36,0.3333,0.5,0.3582,14,16
3310,2011-11-14 09:00:00,2,,0.4697,0.67,0.3284,204,233
3311,2011-12-13 22:00:00,1,0.3,0.303,0.52,0.1642,102,107
3312,2012-04-10 23:00:00,1,0.36,0.3333,0.4,0.4179,48,62
3313,2012-01-31 14:00:00,1,0.5,0.4848,0.29,0.3284,142,160
3314,2012-08-29 14:00:00,1,0.76,0.6818,0.4,0.0896,214,301
3315,2011-01-08 23:00:00,1,0.1,0.0606,0.39,0.4478,22,22
3316,2012-05-03 19:00:00,1,0.7,0.6515,0.61,0.19399999999999998,467,522
3317,2011-02-12 13:00:00,1,0.3,0.2727,0.39,0.4179,103,135
3318,2011-12-24 21:00:00,1,0.26,0.2576,0.56,0.1642,15,19
3319,2012-10-17 20:00:00,1,0.5,0.4848,0.72,0.1343,360,414
3320,2011-07-07 09:00:00,1,0.74,0.6970000000000001,0.7,0.1642,154,179
3321,2012-05-31 05:00:00,1,0.62,0.6061,0.69,0.2537,32,33
3322,2012-11-06 02:00:00,1,0.24,0.2576,0.65,0.0896,2,2
3323,2012-09-08 02:00:00,1,0.66,0.5909,0.89,0.3284,68,77
3324,2011-06-16 00:00:00,1,0.6,0.6212,0.56,0.1045,38,47
3325,2012-05-19 23:00:00,1,0.6,0.6212,0.56,0.1642,168,239
3326,2012-05-30 19:00:00,1,0.72,0.6667,0.54,0.1642,506,556
3327,2011-09-26 19:00:00,1,0.66,0.6061,0.82,0.0896,347,383
3328,2012-02-14 00:00:00,2,0.26,0.303,0.6,0.0,14,14
3329,2011-03-19 16:00:00,1,0.5,0.4848,0.31,0.3881,129,304
3330,2011-08-27 03:00:00,2,0.7,0.6667,0.84,0.2239,22,30
3331,2012-09-29 06:00:00,1,0.5,0.4848,0.63,0.2537,33,37
3332,2012-05-28 05:00:00,1,0.6,0.5758,0.78,0.1343,5,9
3333,2012-11-06 08:00:00,1,0.22,0.2273,0.69,0.1642,568,588
3334,2012-02-02 17:00:00,1,0.42,0.4242,0.54,0.4925,437,450
3335,2012-07-17 00:00:00,1,0.72,0.7121,0.84,0.1045,43,53
3336,2012-08-30 19:00:00,1,0.76,0.6818,0.48,0.1343,532,610
3337,2012-03-30 05:00:00,1,0.32,0.3333,0.61,0.0896,26,26
3338,2011-03-18 21:00:00,1,0.62,0.6212,0.46,0.1045,91,113
3339,2011-08-28 13:00:00,1,0.76,0.6818,0.45,0.3582,302,431
3340,2011-05-27 07:00:00,1,0.64,0.6061,0.73,0.1642,229,249
3341,2012-07-14 11:00:00,2,0.72,0.6818,0.7,0.1045,296,439
3342,2011-11-18 07:00:00,1,0.22,0.2273,0.44,0.1642,211,216
3343,2012-08-06 23:00:00,1,0.72,0.6970000000000001,0.74,0.19399999999999998,97,113
3344,2011-04-04 22:00:00,2,0.68,0.6364,0.36,0.4627,58,75
3345,2011-08-07 05:00:00,1,0.7,0.6667,0.89,0.19399999999999998,4,5
3346,2012-12-12 07:00:00,2,0.26,0.2576,0.6,0.19399999999999998,366,369
3347,2012-04-14 22:00:00,2,0.54,0.5152,0.52,0.1642,148,212
3348,2011-03-30 15:00:00,3,0.28,0.2576,0.81,0.2985,56,70
3349,2011-10-24 18:00:00,1,0.54,0.5152,0.6,0.0896,428,486
3350,2011-10-12 07:00:00,2,0.54,0.5152,0.88,0.3881,244,259
3351,2011-12-20 07:00:00,2,0.36,0.3788,0.62,,261,268
3352,2012-12-26 05:00:00,2,0.22,0.2121,0.69,0.2836,11,11
3353,2012-08-21 23:00:00,1,0.62,0.5758,0.83,0.0,113,136
3354,2012-07-24 18:00:00,1,0.76,0.7121,0.62,0.3284,767,877
3355,2011-08-26 11:00:00,2,0.76,0.7121,0.62,0.0,151,214
3356,2012-01-28 05:00:00,1,0.24,0.2576,0.75,0.0896,10,10
3357,2011-05-18 03:00:00,3,0.52,0.5,0.94,0.2985,3,9
3358,2012-11-28 09:00:00,1,0.28,0.2727,0.52,0.19399999999999998,309,322
3359,2012-05-10 03:00:00,1,0.46,0.4545,0.88,0.2239,3,3
3360,2012-09-08 16:00:00,3,0.56,0.5303,0.88,0.19399999999999998,95,114
3361,2012-09-10 08:00:00,1,0.56,0.5303,0.6,0.2836,697,730
3362,2012-09-10 17:00:00,1,0.66,0.6212,0.34,0.3284,744,871
3363,2012-06-11 16:00:00,2,0.8,0.7121,0.41,,340,427
3364,2011-10-06 14:00:00,1,,0.5455,0.43,0.0896,139,195
3365,2012-11-15 20:00:00,1,0.34,0.3485,0.61,0.1045,262,285
3366,2012-03-28 20:00:00,1,0.6,0.6212,0.56,0.2985,324,362
3367,2012-05-10 05:00:00,1,0.46,0.4545,0.72,0.2985,23,24
3368,2012-09-01 04:00:00,1,0.7,0.6515,0.7,0.0,9,12
3369,2012-05-16 10:00:00,1,0.66,0.6212,0.61,0.0,149,192
3370,2011-12-19 14:00:00,1,0.36,0.3485,0.46,0.2239,107,137
3371,2011-04-08 11:00:00,2,0.4,0.4091,0.62,0.3881,79,98
3372,2012-12-09 03:00:00,2,0.4,0.4091,0.87,0.1045,34,48
3373,2011-05-23 17:00:00,3,0.72,0.6818,0.7,0.3881,373,429
3374,2011-04-18 19:00:00,1,0.56,0.5303,0.46,0.2537,244,286
3375,2011-05-27 02:00:00,1,0.68,0.6364,0.61,0.2239,12,18
3376,2012-04-09 09:00:00,1,0.46,0.4545,0.31,0.3582,236,286
3377,2012-04-13 01:00:00,1,0.36,0.3485,0.46,0.19399999999999998,28,30
3378,2011-08-24 14:00:00,1,0.76,0.6818,0.48,0.4179,127,204
3379,2011-03-11 10:00:00,2,,0.303,0.57,0.2985,60,78
3380,2012-09-25 13:00:00,1,0.64,0.6212,0.47,0.2537,257,305
3381,2012-01-01 17:00:00,2,0.48,0.4697,0.48,0.1642,75,111
3382,2011-04-30 14:00:00,1,0.54,0.5152,0.39,0.2239,268,452
3383,2012-08-14 17:00:00,3,0.76,0.7273,0.66,0.2537,734,812
3384,2012-05-07 15:00:00,2,0.62,0.6212,0.53,0.2985,186,262
3385,2012-02-17 22:00:00,1,0.36,0.3485,0.4,0.2239,92,107
3386,2011-02-03 07:00:00,1,0.14,0.1212,0.5,0.3284,86,87
3387,2011-09-12 16:00:00,1,0.72,0.6667,0.48,0.0,238,298
3388,2011-10-14 20:00:00,1,0.52,0.5,0.42,0.19399999999999998,177,196
3389,2012-10-28 07:00:00,2,0.5,0.4848,0.59,0.2985,48,65
3390,2012-06-07 12:00:00,1,0.7,0.6364,0.42,0.0,274,336
3391,2012-04-09 15:00:00,1,0.58,0.5455,0.28,0.5522,173,255
3392,2012-03-19 06:00:00,1,0.46,0.4545,0.88,0.1343,118,120
3393,2012-07-11 13:00:00,2,0.8,0.7121,0.42,0.1642,208,273
3394,2012-11-05 05:00:00,2,0.3,0.2727,0.52,0.3284,38,39
3395,2011-04-18 20:00:00,1,0.6,0.6212,0.33,0.2985,136,165
3396,2012-10-30 18:00:00,3,0.3,0.303,0.87,0.1343,139,143
3397,2012-11-24 21:00:00,1,0.24,0.2273,0.44,0.19399999999999998,66,75
3398,2012-04-15 08:00:00,1,0.52,0.5,0.59,0.0,64,97
3399,2012-08-15 02:00:00,1,0.68,0.6364,0.65,0.0,7,8
3400,2012-03-06 12:00:00,1,0.26,0.2727,0.41,0.1045,129,138
3401,2012-10-07 11:00:00,2,0.42,0.4242,0.71,0.1045,260,336
3402,2012-03-01 00:00:00,2,0.42,0.4242,0.94,0.0,10,11
3403,2012-01-31 21:00:00,1,0.46,0.4545,0.33,0.2985,162,165
3404,2011-11-21 05:00:00,2,0.44,0.4394,1.0,0.0,20,20
3405,2011-05-11 13:00:00,1,0.62,0.6212,0.5,0.0,157,193
3406,2012-04-26 19:00:00,2,0.54,0.5152,0.77,0.2239,407,464
3407,2012-11-14 22:00:00,1,0.28,0.3182,0.61,0.0,167,173
3408,2011-10-08 02:00:00,1,0.46,0.4545,0.82,0.0,41,45
3409,2012-02-01 01:00:00,1,0.44,0.4394,0.41,0.2836,4,4
3410,2012-02-19 16:00:00,2,0.32,0.303,0.45,0.2836,150,212
3411,2011-03-02 04:00:00,1,0.2,0.2121,0.75,0.1343,0,1
3412,2011-06-25 10:00:00,1,0.72,0.6515,0.45,0.19399999999999998,203,302
3413,2012-01-12 18:00:00,1,0.44,0.4394,0.67,0.19399999999999998,399,421
3414,2012-09-08 19:00:00,3,0.58,0.5455,0.88,0.1045,187,215
3415,2012-12-20 01:00:00,1,0.32,0.3485,0.66,0.0,19,20
3416,2011-12-18 08:00:00,1,0.2,0.2576,0.69,0.0,31,32
3417,2012-03-13 07:00:00,2,0.46,0.4545,0.82,0.2836,292,308
3418,2012-05-05 02:00:00,1,0.58,0.5455,0.88,0.0,51,75
3419,2011-02-05 13:00:00,3,0.22,0.2273,1.0,0.1642,62,72
3420,2012-02-05 05:00:00,3,0.26,0.2576,0.81,,4,4
3421,2011-03-01 19:00:00,1,0.3,0.303,0.49,0.1343,115,119
3422,2012-12-14 01:00:00,1,0.22,0.2576,0.69,0.0896,26,26
3423,2011-11-16 23:00:00,3,0.42,0.4242,0.88,0.1343,28,31
3424,2012-10-14 08:00:00,1,0.44,0.4394,0.77,0.19399999999999998,104,132
3425,2011-08-16 20:00:00,1,0.74,0.6667,0.51,0.0,232,280
3426,2012-07-21 19:00:00,2,0.6,0.5455,0.88,0.1642,171,238
3427,2012-03-07 23:00:00,1,0.44,0.4394,0.62,0.3284,58,62
3428,2011-11-01 21:00:00,1,0.36,0.3788,0.81,0.0,114,127
3429,2012-05-12 15:00:00,1,0.68,0.6212,0.24,0.19399999999999998,321,590
3430,2011-10-09 18:00:00,1,0.64,0.6212,0.5,0.1045,228,414
3431,2011-01-27 18:00:00,1,0.2,0.2273,0.69,0.0896,101,104
3432,2012-08-10 05:00:00,3,0.7,0.6667,0.84,0.2836,29,33
3433,2011-11-29 12:00:00,3,0.42,0.4242,0.82,0.4179,17,18
3434,2011-08-19 02:00:00,3,0.64,0.5758,0.83,0.0,8,8
3435,2012-12-25 12:00:00,1,0.32,0.3333,0.76,0.0896,52,114
3436,2012-08-31 14:00:00,1,0.9,0.7727,0.25,0.2239,324,436
3437,2011-09-02 07:00:00,1,0.6,0.5606,0.83,0.1045,253,259
3438,2012-10-07 10:00:00,2,0.42,0.4242,0.67,0.19399999999999998,144,185
3439,2012-12-01 12:00:00,2,0.32,0.3333,0.81,0.0896,327,446
3440,2012-10-21 18:00:00,1,0.52,0.5,0.39,0.19399999999999998,342,413
3441,2012-05-19 22:00:00,1,0.64,0.6212,0.47,0.0,234,338
3442,2011-07-20 12:00:00,1,0.82,0.8029999999999999,0.59,0.0,121,149
3443,2012-11-03 12:00:00,2,0.36,0.3182,0.46,0.4627,320,394
3444,2011-11-28 18:00:00,1,0.56,0.5303,0.64,0.2239,396,416
3445,2011-08-09 09:00:00,2,0.78,0.7424,0.62,0.1343,141,175
3446,2012-10-13 20:00:00,1,0.4,0.4091,0.54,0.0896,198,255
3447,2012-09-23 02:00:00,1,0.52,0.5,0.48,0.2537,77,95
3448,2012-07-20 04:00:00,2,0.66,0.5909,0.89,0.1642,6,9
3449,2011-11-17 16:00:00,1,0.32,0.2879,0.39,0.4179,187,195
3450,2012-04-14 11:00:00,1,0.52,0.5,0.45,0.19399999999999998,357,564
3451,2012-10-26 08:00:00,2,0.54,0.5152,0.88,0.1343,714,734
3452,2011-11-14 11:00:00,2,0.54,0.5152,0.6,0.2836,106,128
3453,2012-11-06 19:00:00,1,0.3,0.2879,0.56,0.2239,356,371
3454,2011-05-25 05:00:00,1,0.56,0.5303,0.88,0.0896,23,25
3455,2012-05-23 21:00:00,2,0.62,0.5758,0.83,,221,245
3456,2012-04-29 04:00:00,2,0.36,0.3485,0.87,0.1343,4,4
3457,2012-07-06 15:00:00,1,0.92,0.8182,0.29,0.19399999999999998,206,285
3458,2011-06-26 10:00:00,1,0.72,0.6667,0.48,0.1045,196,332
3459,2012-06-14 22:00:00,2,0.64,0.6061,0.65,0.2239,196,242
3460,2012-12-20 03:00:00,2,0.3,0.3182,0.7,0.0896,3,4
3461,2011-08-14 16:00:00,1,,0.6970000000000001,0.66,0.1642,176,292
3462,2011-01-25 17:00:00,1,0.3,0.3333,0.45,0.0,208,222
3463,2012-12-18 03:00:00,1,0.42,0.4242,0.88,0.19399999999999998,5,5
3464,2011-03-13 19:00:00,1,0.36,0.3333,0.5,0.3582,73,101
3465,2011-11-08 07:00:00,1,0.3,0.3182,0.87,0.1045,316,323
3466,2012-04-29 02:00:00,2,0.36,0.3636,0.87,0.1045,36,40
3467,2011-10-15 12:00:00,1,0.58,0.5455,0.35,0.5522,261,456
3468,2012-02-15 21:00:00,1,0.34,0.3333,0.53,0.1642,170,178
3469,2012-01-19 03:00:00,1,0.12,0.1515,0.54,0.1045,4,4
3470,2012-05-01 11:00:00,2,0.66,0.6212,0.65,0.2836,179,229
3471,2012-03-05 22:00:00,1,0.24,0.2121,0.35,0.3284,76,78
3472,2012-09-13 18:00:00,1,0.68,0.6364,0.57,,744,852
3473,2012-03-20 20:00:00,1,0.58,0.5455,0.68,0.0896,299,377
3474,2012-05-11 20:00:00,1,0.62,0.6061,0.25,0.1343,277,341
3475,2012-12-18 08:00:00,1,0.38,0.3939,0.94,0.0,652,662
3476,2011-11-26 05:00:00,1,0.3,0.3182,0.75,0.1045,3,3
3477,2011-05-06 19:00:00,3,,0.5152,0.52,0.3582,253,292
3478,2011-09-12 07:00:00,1,0.58,0.5455,0.83,0.0,300,312
3479,2012-11-23 22:00:00,1,0.44,0.4394,0.33,0.5224,63,79
3480,2012-09-07 18:00:00,1,0.76,0.7121,0.62,0.2985,697,792
3481,2012-12-25 09:00:00,2,0.24,0.2576,0.87,0.0,21,28
3482,2011-05-14 03:00:00,2,0.5,0.4848,0.88,0.1343,30,35
3483,2012-04-13 19:00:00,1,0.54,0.5152,0.24,0.1642,352,427
3484,2011-03-10 08:00:00,3,0.38,0.3939,0.0,0.2836,43,44
3485,2011-06-14 20:00:00,1,0.6,0.6212,0.56,0.1642,237,297
3486,2011-02-11 17:00:00,1,0.3,0.3333,0.24,0.0,193,211
3487,2012-07-26 10:00:00,1,0.74,0.6970000000000001,0.7,0.2239,143,222
3488,2012-01-08 08:00:00,1,,0.303,0.52,0.1343,53,57
3489,2011-10-14 16:00:00,1,0.6,0.6212,0.43,0.2239,264,344
3490,2012-02-08 11:00:00,2,0.26,0.2576,0.65,0.2239,97,102
3491,2012-12-06 09:00:00,1,0.24,0.2273,0.48,0.19399999999999998,257,276
3492,2012-11-27 11:00:00,3,0.3,0.2727,0.87,0.2985,59,65
3493,2012-05-24 21:00:00,3,0.64,0.5909,0.78,0.1642,237,285
3494,2012-05-25 21:00:00,1,0.7,0.6515,0.65,0.1343,193,255
3495,2011-06-28 04:00:00,1,0.66,0.6212,0.74,0.0,7,8
3496,2011-07-17 15:00:00,1,0.82,0.7424,0.43,0.2985,195,324
3497,2011-02-04 21:00:00,2,0.24,0.2424,0.7,0.1642,41,43
3498,2011-11-22 16:00:00,3,0.44,0.4394,0.94,0.0,59,62
3499,2012-01-23 15:00:00,2,0.22,0.2121,1.0,0.2239,64,74
3500,2011-07-22 17:00:00,1,0.88,0.8485,0.47,0.1045,271,306
3501,2012-06-01 05:00:00,2,0.62,0.5909,0.78,0.0896,41,45
3502,2011-05-21 02:00:00,1,0.52,0.5,0.72,0.1045,35,40
3503,2012-09-08 17:00:00,3,0.58,0.5455,0.83,,119,171
3504,2012-02-09 06:00:00,1,0.2,0.1818,0.75,0.2836,75,76
3505,2011-12-25 09:00:00,1,0.24,0.2424,0.87,0.1642,20,23
3506,2012-09-09 16:00:00,1,0.68,0.6364,0.36,0.2836,473,701
3507,2012-03-09 18:00:00,1,0.44,0.4394,0.26,0.5224,440,470
3508,2012-06-13 00:00:00,2,,0.5909,0.94,0.19399999999999998,27,34
3509,2011-10-09 22:00:00,2,0.52,0.5,0.94,,104,152
3510,2012-05-11 10:00:00,1,0.52,0.5,0.36,0.3284,141,210
3511,2012-09-13 21:00:00,1,0.62,0.6061,0.65,0.1045,291,317
3512,2011-05-31 15:00:00,1,0.9,0.8182,0.37,0.1642,133,175
3513,2012-02-22 10:00:00,1,0.34,0.3485,0.71,0.0896,122,139
3514,2011-04-13 02:00:00,3,0.4,0.4091,1.0,,2,2
3515,2011-04-13 21:00:00,1,0.42,0.4242,0.67,0.1642,100,117
3516,2011-04-07 12:00:00,2,0.46,0.4545,0.55,0.0,114,153
3517,2011-09-23 20:00:00,1,0.6,0.5152,0.94,0.0,158,179
3518,2012-08-04 01:00:00,1,0.72,0.7121,0.84,0.19399999999999998,99,122
3519,2012-05-05 23:00:00,2,0.56,0.5303,0.83,0.2836,114,149
3520,2012-07-26 01:00:00,1,0.66,0.6212,0.65,0.2239,23,29
3521,2011-01-17 14:00:00,2,0.18,0.2121,0.43,0.1045,74,86
3522,2012-07-19 09:00:00,2,0.76,0.7121,0.58,0.2836,282,318
3523,2012-06-13 13:00:00,2,0.7,0.6364,0.45,0.3881,203,255
3524,2011-02-21 05:00:00,2,0.34,0.3636,0.36,0.0,2,3
3525,2011-05-03 14:00:00,2,0.7,0.6515,0.58,0.5224,122,158
3526,2011-08-17 21:00:00,1,0.72,0.6818,0.62,0.2239,192,230
3527,2011-09-13 07:00:00,1,0.58,0.5455,0.83,0.0896,348,362
3528,2012-08-25 08:00:00,2,0.66,0.6212,0.74,0.2537,133,162
3529,2011-04-30 04:00:00,2,0.42,0.4242,0.54,0.2239,5,7
3530,2011-01-11 14:00:00,2,0.2,0.2273,0.59,0.0896,60,63
3531,2011-11-11 04:00:00,1,0.3,0.2879,0.61,0.19399999999999998,8,8
3532,2011-01-20 01:00:00,1,0.26,0.2727,0.56,0.0,3,5
3533,2012-06-21 07:00:00,2,0.7,0.6667,0.84,0.0896,437,463
3534,2012-10-27 15:00:00,2,0.56,0.5303,0.6,0.2836,401,711
3535,2012-02-02 22:00:00,1,0.32,0.2879,0.49,0.4179,106,109
3536,2011-10-06 15:00:00,1,0.58,0.5455,0.46,0.1343,157,219
3537,2012-04-25 21:00:00,1,0.52,0.5,0.52,0.1343,212,239
3538,2011-11-24 01:00:00,1,0.32,0.2879,0.57,0.4179,23,24
3539,2011-05-01 01:00:00,1,0.42,0.4242,0.69,0.1045,50,59
3540,2012-05-06 06:00:00,3,0.52,0.5,0.83,0.2239,14,17
3541,2011-03-15 10:00:00,2,0.32,0.3182,0.66,,56,78
3542,2011-02-22 19:00:00,1,0.2,0.1818,0.47,0.2836,114,118
3543,2012-12-20 16:00:00,2,0.34,0.303,0.53,0.3284,281,302
3544,2012-05-20 18:00:00,1,0.7,0.6515,0.51,,328,474
3545,2011-04-20 11:00:00,1,0.62,0.6061,0.69,0.0896,87,118
3546,2011-06-03 02:00:00,1,0.56,0.5303,0.43,0.2239,12,12
3547,2011-08-22 02:00:00,2,0.7,0.6515,0.65,0.1045,6,8
3548,2011-11-14 01:00:00,1,0.46,0.4545,0.63,0.2985,6,11
3549,2011-06-14 17:00:00,3,0.64,0.6212,0.5,0.2836,484,569
3550,2011-02-24 21:00:00,2,0.34,0.303,0.87,0.3284,76,83
3551,2012-01-05 14:00:00,1,0.34,0.3182,0.39,,104,117
3552,2012-05-16 18:00:00,1,0.72,0.6667,0.51,0.2239,749,846
3553,2012-03-28 13:00:00,1,0.56,0.5303,0.43,0.3284,213,273
3554,2012-09-30 07:00:00,1,0.44,0.4394,0.77,0.0,43,57
3555,2012-08-25 12:00:00,3,0.72,0.6667,0.54,0.3881,367,584
3556,2012-08-25 07:00:00,2,0.64,0.5909,0.78,0.19399999999999998,88,102
3557,2012-06-13 01:00:00,1,0.64,0.5909,0.78,0.0,21,28
3558,2011-07-25 08:00:00,2,0.76,0.7424,0.75,0.0,353,387
3559,2011-11-20 18:00:00,2,0.54,0.5152,0.64,0.19399999999999998,123,145
3560,2012-03-25 05:00:00,2,0.4,0.4091,1.0,0.2537,6,6
3561,2011-09-06 15:00:00,3,0.54,0.5152,0.94,0.3881,71,89
3562,2012-01-02 05:00:00,1,0.28,0.2576,0.45,0.3284,3,4
3563,2012-11-04 10:00:00,1,0.34,0.3333,0.49,0.19399999999999998,287,360
3564,2011-07-26 05:00:00,1,0.66,0.5909,0.89,0.0896,24,27
3565,2012-07-24 01:00:00,1,0.68,0.6364,0.79,0.1642,10,17
3566,2012-01-20 03:00:00,1,0.24,0.2576,0.52,0.1045,4,4
3567,2012-11-17 00:00:00,1,0.3,0.303,0.52,0.1642,95,106
3568,2011-03-22 21:00:00,2,0.42,0.4242,0.54,0.2836,63,87
3569,2012-04-13 16:00:00,1,0.56,0.5303,0.26,0.2537,350,463
3570,2012-07-25 21:00:00,1,0.72,0.6515,0.45,0.1343,326,397
3571,2012-11-21 00:00:00,1,0.34,0.3636,0.81,0.0,25,26
3572,2012-08-16 04:00:00,1,0.62,0.5909,0.73,0.2239,3,5
3573,2012-07-05 13:00:00,1,0.92,0.8333,0.33,0.2239,181,310
3574,2012-06-06 22:00:00,1,0.52,0.5,0.77,0.0896,221,248
3575,2011-12-12 04:00:00,1,0.18,0.2424,0.74,0.0,3,3
3576,2011-04-29 23:00:00,2,0.44,0.4394,0.54,0.0896,88,113
3577,2011-07-25 19:00:00,1,0.74,0.6970000000000001,0.7,0.0896,324,386
3578,2012-09-19 18:00:00,1,0.58,0.5455,0.4,0.2836,807,892
3579,2011-11-12 00:00:00,1,0.24,0.2424,0.6,0.1343,52,64
3580,2012-03-15 19:00:00,2,0.64,0.6212,0.5,0.19399999999999998,353,425
3581,2012-11-26 00:00:00,1,0.22,0.2727,0.69,0.0,19,23
3582,2012-09-03 17:00:00,1,0.74,0.6970000000000001,0.7,0.1343,317,498
3583,2011-11-10 08:00:00,2,0.4,0.4091,0.94,,418,436
3584,2011-09-23 21:00:00,1,0.6,0.5,1.0,0.1642,121,138
3585,2012-02-28 05:00:00,1,0.32,0.2879,0.42,0.3582,20,21
3586,2011-07-06 04:00:00,2,0.68,0.6364,0.83,0.0896,6,6
3587,2012-05-24 13:00:00,1,0.72,0.6667,0.54,0.1642,233,302
3588,2012-05-28 07:00:00,1,0.62,0.5909,0.78,0.1045,43,67
3589,2011-04-21 04:00:00,2,0.44,0.4394,0.54,0.4478,4,6
3590,2012-01-16 16:00:00,1,0.26,0.2273,0.44,0.3582,158,180
3591,2012-07-07 09:00:00,1,0.84,0.8333,0.59,0.1642,187,256
3592,2011-12-16 16:00:00,2,0.32,0.303,0.45,0.2239,212,224
3593,2012-08-19 16:00:00,2,0.66,0.6212,0.65,0.0,259,356
3594,2011-10-19 02:00:00,2,0.52,0.5,0.77,0.19399999999999998,6,7
3595,2011-07-21 00:00:00,2,0.76,0.7424,0.75,0.19399999999999998,29,42
3596,2011-02-24 05:00:00,1,0.2,0.2121,0.69,0.1343,3,4
3597,2012-06-07 08:00:00,1,0.52,0.5,0.77,0.0,661,681
3598,2011-09-17 21:00:00,2,0.5,0.4848,0.72,0.19399999999999998,121,170
3599,2011-08-07 00:00:00,2,0.7,0.6667,0.84,0.2836,66,80
3600,2012-04-06 12:00:00,1,0.42,0.4242,0.35,0.2985,224,337
3601,2012-11-04 05:00:00,1,0.26,0.2727,0.65,0.1045,5,5
3602,2012-10-25 06:00:00,2,0.52,0.5,0.88,0.19399999999999998,168,171
3603,2011-09-03 22:00:00,1,0.68,0.6364,0.83,0.1045,96,162
3604,2011-04-03 00:00:00,1,0.3,0.2879,0.65,0.19399999999999998,31,39
3605,2012-01-03 09:00:00,1,0.16,0.1364,0.5,0.2836,145,153
3606,2011-10-28 17:00:00,2,0.36,0.3485,0.5,0.1343,411,446
3607,2012-04-10 07:00:00,1,0.34,0.3485,0.71,0.1045,368,384
3608,2011-05-09 03:00:00,1,0.46,0.4545,0.82,0.0896,7,7
3609,2012-01-05 16:00:00,1,0.36,0.3333,0.34,0.2836,178,197
3610,2011-12-19 23:00:00,1,0.36,0.3485,0.53,0.1642,50,60
3611,2012-04-13 04:00:00,2,0.34,0.3333,0.53,0.1343,4,5
3612,2012-03-13 18:00:00,1,0.7,0.6364,0.34,0.2985,638,734
3613,2012-07-04 16:00:00,1,0.92,0.8485,0.35,0.2537,226,389
3614,2012-12-30 12:00:00,1,0.28,0.2273,0.36,0.5821,97,144
3615,2011-09-19 13:00:00,2,0.6,0.6061,0.6,0.0,124,177
3616,2011-05-18 23:00:00,1,0.52,0.5,0.94,0.0896,49,59
3617,2011-03-05 12:00:00,2,0.44,0.4394,0.67,0.2537,121,167
3618,2011-04-03 08:00:00,1,0.34,0.3333,0.57,0.1642,44,62
3619,2011-07-29 07:00:00,2,0.74,0.7121,0.79,0.0896,228,254
3620,2012-04-06 21:00:00,1,0.44,0.4394,0.26,0.1343,136,190
3621,2011-04-07 01:00:00,1,0.42,0.4242,0.47,0.1343,11,13
3622,2012-03-20 13:00:00,1,0.6,0.5758,0.78,0.19399999999999998,207,284
3623,2012-09-23 03:00:00,1,0.48,0.4697,0.55,0.2985,41,54
3624,2011-01-14 13:00:00,1,0.22,0.19699999999999998,0.37,0.3881,73,77
3625,2012-08-14 03:00:00,2,0.68,0.6364,0.83,0.19399999999999998,3,3
3626,2011-02-01 17:00:00,2,,0.2879,0.75,0.0,172,176
3627,2012-03-26 22:00:00,1,0.36,0.3333,0.25,0.3582,80,93
3628,2011-03-16 17:00:00,2,0.44,0.4394,0.54,0.2985,216,253
3629,2011-11-18 15:00:00,1,0.34,0.3333,0.29,0.1343,151,178
3630,2011-03-02 18:00:00,1,0.46,0.4545,0.23,0.4925,193,201
3631,2011-09-23 11:00:00,3,0.62,0.5152,1.0,0.1045,20,21
3632,2011-11-27 21:00:00,1,0.48,0.4697,0.67,0.2836,75,88
